Interval Start,First Frame Delay,Buffer Empty Duration,Stall Duration
14/Jan/2025:10:50:00,159.82,202.2,1235.81
14/Jan/2025:10:55:00,167.33,242.47,1300.33
14/Jan/2025:11:00:00,166.09,237.95,1267.68
14/Jan/2025:11:05:00,164,251.36,1220.18
14/Jan/2025:14:10:00,171.7,210.03,1508.17
14/Jan/2025:14:15:00,169.21,175.06,1377.47
14/Jan/2025:14:20:00,165.81,182.09,1461.37
14/Jan/2025:14:25:00,164.85,182.02,1480.38
14/Jan/2025:14:30:00,167.83,171.82,1336.53
14/Jan/2025:14:35:00,163.17,190.1,1382.28
14/Jan/2025:14:40:00,161.29,178.76,1384.11
14/Jan/2025:14:45:00,157.28,188.01,1355.26
14/Jan/2025:14:50:00,156.45,164.54,1349
14/Jan/2025:14:55:00,154.92,155.48,1315.61
14/Jan/2025:15:00:00,156.05,216.84,1356.43
14/Jan/2025:15:05:00,154.29,177.51,1368.01
14/Jan/2025:15:10:00,152,154.92,1188
14/Jan/2025:15:15:00,149.02,165.1,1302.22
14/Jan/2025:15:20:00,149.48,156.53,1243.17
14/Jan/2025:15:25:00,147.05,146.91,1245.44
14/Jan/2025:15:30:00,145.63,137.61,1287.44
14/Jan/2025:15:35:00,145.93,113.64,1262.32
14/Jan/2025:15:40:00,143.08,141.43,1175.79
14/Jan/2025:15:45:00,146.27,159.81,1187.32
14/Jan/2025:15:50:00,146.38,153.91,1151.24
14/Jan/2025:15:55:00,143.68,139.9,1157.9
14/Jan/2025:16:00:00,146.25,144.8,1138.72
14/Jan/2025:16:05:00,144.12,191.06,1161.47
14/Jan/2025:16:10:00,139.65,123.67,1104.83
14/Jan/2025:16:15:00,138.17,180.85,1233.69
14/Jan/2025:16:20:00,141.77,140.17,1207.18
14/Jan/2025:16:25:00,142.15,299.23,1452.89
14/Jan/2025:16:30:00,146.93,150.55,1135.22
14/Jan/2025:16:35:00,136.56,154.24,1236.01
14/Jan/2025:16:40:00,140.05,176.42,1206.68
14/Jan/2025:16:45:00,131.41,152.05,1060.5
14/Jan/2025:16:50:00,131.6,163.98,1029.17
14/Jan/2025:16:55:00,138.73,225.39,1310.3
14/Jan/2025:17:00:00,146.93,188.97,1246.77
14/Jan/2025:17:05:00,137.48,192.79,1234.51
14/Jan/2025:17:10:00,134.62,205.11,1242.79
14/Jan/2025:17:15:00,131.7,320.8,1487
14/Jan/2025:17:20:00,138.39,210.84,1247.29
14/Jan/2025:17:25:00,130.97,136.66,990.7
14/Jan/2025:17:30:00,135.21,131.33,929.63
14/Jan/2025:17:35:00,134.81,131.02,976.97
14/Jan/2025:17:40:00,131.86,163.42,1044.31
14/Jan/2025:17:45:00,134.52,167.92,1110.74
14/Jan/2025:17:50:00,134.73,210.28,1216.96
14/Jan/2025:17:55:00,130.5,137.4,946.27
14/Jan/2025:18:00:00,125.13,179.36,1001.8
14/Jan/2025:18:05:00,143.45,181.29,1117.71
14/Jan/2025:18:10:00,139.97,215.75,1228.72
14/Jan/2025:18:15:00,131.15,126.09,1199.41
14/Jan/2025:18:20:00,136.82,172.9,1069.02
14/Jan/2025:18:25:00,141.48,232.55,1343.17
14/Jan/2025:18:30:00,139.39,213.83,1364.66
14/Jan/2025:18:35:00,140.3,151.43,1031.6
14/Jan/2025:18:40:00,135.1,156.31,1046.4
14/Jan/2025:18:45:00,135.97,153.14,1052.47
14/Jan/2025:18:50:00,125.12,99.37,931.88
14/Jan/2025:18:55:00,131.88,141.73,1105.54
14/Jan/2025:19:00:00,135.65,191.37,1245.27
14/Jan/2025:19:05:00,139.79,259.26,1257.72
14/Jan/2025:19:10:00,139.49,220.41,1323.79
14/Jan/2025:19:15:00,142.23,222.62,1428.68
14/Jan/2025:19:20:00,142.93,155.52,1164.54
14/Jan/2025:19:25:00,142.76,113.02,1149.43
14/Jan/2025:19:30:00,157.36,152.96,1059.29
14/Jan/2025:19:35:00,141.04,104.31,1023.85
14/Jan/2025:19:40:00,154.03,172.59,1075.02
14/Jan/2025:19:45:00,147.26,158.04,1075.02
14/Jan/2025:19:50:00,135.8,152.67,1114.77
14/Jan/2025:19:55:00,146.42,181.15,1179.12
14/Jan/2025:20:00:00,139.93,186.68,1260.68
14/Jan/2025:20:05:00,167.61,248.55,1371.21
14/Jan/2025:20:10:00,134.89,189.81,1150.57
14/Jan/2025:20:15:00,136.14,202.55,1291.66
14/Jan/2025:20:20:00,160.29,188.88,1200.2
14/Jan/2025:20:25:00,159.48,200.71,1276.06
14/Jan/2025:20:30:00,165.04,282.39,1329.03
14/Jan/2025:20:35:00,150.37,226.64,1234.94
14/Jan/2025:20:40:00,175.56,279.55,1722.27
14/Jan/2025:20:45:00,156.78,131.57,1647.52
14/Jan/2025:20:50:00,192.95,177.79,1058.4
14/Jan/2025:20:55:00,156.32,257.67,1066.55
14/Jan/2025:21:00:00,143.62,113.74,943.58
14/Jan/2025:21:05:00,149.59,362.44,1791
14/Jan/2025:21:10:00,168.03,115.3,1442.7
14/Jan/2025:21:15:00,182.73,308.19,1293.34
14/Jan/2025:21:20:00,171.35,245.98,1241.22
14/Jan/2025:21:25:00,175.04,150.3,1512.52
14/Jan/2025:21:30:00,174.78,225.39,1357.27
14/Jan/2025:21:35:00,177.79,295.15,1693.79
14/Jan/2025:21:40:00,159.2,276.56,1634.72
14/Jan/2025:21:45:00,185.81,171.35,1473.41
14/Jan/2025:21:50:00,159.55,207.42,1358.31
14/Jan/2025:21:55:00,168.44,132,1182.31
14/Jan/2025:22:00:00,173.23,184.14,1369.81
14/Jan/2025:22:05:00,163.41,163.98,1166.95
14/Jan/2025:22:10:00,140.43,127.55,1344.34
14/Jan/2025:22:15:00,148.56,185.2,1188.56
14/Jan/2025:22:20:00,148.8,81.96,932.5
14/Jan/2025:22:25:00,160.71,151.73,1182.95
14/Jan/2025:22:30:00,149.88,104.82,1091.54
14/Jan/2025:22:35:00,157.37,128.68,1172.17
14/Jan/2025:22:40:00,158.77,115.21,1006.33
14/Jan/2025:22:45:00,156.82,211.2,1263.38
14/Jan/2025:22:50:00,165.53,243.21,1179.91
14/Jan/2025:22:55:00,165.78,209.41,1144.71
14/Jan/2025:23:00:00,163.68,177.86,1241.88
14/Jan/2025:23:05:00,157.94,171.28,1251.95
14/Jan/2025:23:10:00,161.29,177.54,1068.8
14/Jan/2025:23:15:00,160.45,125.46,1120.04
14/Jan/2025:23:20:00,160.16,203.22,1117.63
14/Jan/2025:23:25:00,153.72,187.94,1057.65
14/Jan/2025:23:30:00,160.88,252.11,1143.47
14/Jan/2025:23:35:00,158.46,250.5,1250.94
14/Jan/2025:23:40:00,164.94,195.98,1070.03
14/Jan/2025:23:45:00,155.19,115.25,955.41
14/Jan/2025:23:50:00,162.32,223.41,1161.35
14/Jan/2025:23:55:00,164.99,180.48,1165.28
15/Jan/2025:00:00:00,156.21,144.74,1019.43
15/Jan/2025:00:05:00,150.02,218.86,1189.3
15/Jan/2025:00:10:00,158.89,273.54,1391.92
15/Jan/2025:00:15:00,151.79,223.29,1234.93
15/Jan/2025:00:20:00,162.83,299.5,1340.37
15/Jan/2025:00:25:00,155.99,220.17,1137.41
15/Jan/2025:00:30:00,157.62,247.33,1064.64
15/Jan/2025:00:35:00,158.94,235.97,1021.97
15/Jan/2025:00:40:00,160.81,232.44,1243.45
15/Jan/2025:00:45:00,170.39,272.82,1252.23
15/Jan/2025:00:50:00,160.2,242.42,1204.44
15/Jan/2025:00:55:00,163.94,255.14,1151.09
15/Jan/2025:01:00:00,152.42,210.47,1171.3
15/Jan/2025:01:05:00,162.92,212.97,1094.03
15/Jan/2025:01:10:00,156.61,200.16,1027.9
15/Jan/2025:01:15:00,156.54,256.75,1153.46
15/Jan/2025:01:20:00,164.5,301.56,1292.02
15/Jan/2025:01:25:00,161.23,337.07,1366.68
15/Jan/2025:01:30:00,161.97,283.94,1368.91
15/Jan/2025:01:35:00,162.62,282.53,1242.6
15/Jan/2025:01:40:00,165.42,450.78,1427.43
15/Jan/2025:01:45:00,156.07,240.52,1063.26
15/Jan/2025:01:50:00,162.9,224.18,1137.04
15/Jan/2025:01:55:00,165.03,273.36,1263.7
15/Jan/2025:02:00:00,164.69,311.16,1343.72
15/Jan/2025:02:05:00,162.78,286.33,1325.76
15/Jan/2025:02:10:00,166.49,198.78,1358.6
15/Jan/2025:02:15:00,162.35,271.8,1302.33
15/Jan/2025:02:20:00,162.05,309.46,1435.65
15/Jan/2025:02:25:00,161.49,209.21,1307.4
15/Jan/2025:02:30:00,168.06,201.74,1227
15/Jan/2025:02:35:00,158.61,218,1165.61
15/Jan/2025:02:40:00,166.83,198.21,1263.67
15/Jan/2025:02:45:00,166.77,193.64,1207
15/Jan/2025:02:50:00,162.11,219.43,1349
15/Jan/2025:02:55:00,157.57,206.72,1147.6
15/Jan/2025:03:00:00,165.67,220.01,1355.05
15/Jan/2025:03:05:00,168.57,243.34,1361.44
15/Jan/2025:03:10:00,165.91,238.58,1318.95
15/Jan/2025:03:15:00,163.83,221.93,1309.08
15/Jan/2025:03:20:00,160.03,207.28,1195.37
15/Jan/2025:03:25:00,161.94,210.2,1191.72
15/Jan/2025:03:30:00,166.41,255.56,1295.2
15/Jan/2025:03:35:00,162.46,238.11,1409.59
15/Jan/2025:03:40:00,165.68,200.15,1287.93
15/Jan/2025:03:45:00,160.24,212.77,1253.66
15/Jan/2025:03:50:00,155.28,209.92,1256.41
15/Jan/2025:03:55:00,163.94,221.67,1368.89
15/Jan/2025:04:00:00,170.25,220.14,1331.72
15/Jan/2025:04:05:00,164.73,242.4,1367.73
15/Jan/2025:04:10:00,166.06,315.53,1445.26
15/Jan/2025:04:15:00,166.36,307.29,1511.05
15/Jan/2025:04:20:00,165.11,261.21,1339.97
15/Jan/2025:04:25:00,168.98,207.8,1314.13
15/Jan/2025:04:30:00,163.8,253.44,1378.25
15/Jan/2025:04:35:00,159.74,235.61,1248.63
15/Jan/2025:04:40:00,162.8,212.02,1310.92
15/Jan/2025:04:45:00,167.19,269.39,1421.46
15/Jan/2025:04:50:00,163.97,292.31,1377.13
15/Jan/2025:04:55:00,166.13,306.16,1443.94
15/Jan/2025:05:00:00,175.86,349.17,1540.94
15/Jan/2025:05:05:00,175.42,262.85,1314.98
15/Jan/2025:05:10:00,170.54,308.73,1562.89
15/Jan/2025:05:15:00,169.45,286.6,1409.24
15/Jan/2025:05:20:00,171.22,239.78,1379.83
15/Jan/2025:05:25:00,171.97,316.45,1539.24
15/Jan/2025:05:30:00,172.55,283.02,1483.19
15/Jan/2025:05:35:00,166.35,293.94,1387.64
15/Jan/2025:05:40:00,171.53,324.28,1565.56
15/Jan/2025:05:45:00,168.5,226,1273.1
15/Jan/2025:05:50:00,170.33,282.33,1384.73
15/Jan/2025:05:55:00,168.3,268.77,1384.44
15/Jan/2025:06:00:00,172.82,278.5,1413.36
15/Jan/2025:06:05:00,177.55,255.71,1440.26
15/Jan/2025:06:10:00,178.29,289.43,1370.41
15/Jan/2025:06:15:00,173.09,252.44,1368.35
15/Jan/2025:06:20:00,171.58,253.02,1342.91
15/Jan/2025:06:25:00,178.87,267.21,1348.06
15/Jan/2025:06:30:00,176.77,313.35,1426.05
15/Jan/2025:06:35:00,168.55,246.71,1476.46
15/Jan/2025:06:40:00,166.9,300.61,1576.1
15/Jan/2025:06:45:00,165.45,295.04,1408.74
15/Jan/2025:06:50:00,161.06,252.44,1378.79
15/Jan/2025:06:55:00,163.3,229.38,1276.23
15/Jan/2025:07:00:00,175.79,273.83,1444.88
15/Jan/2025:07:05:00,182.76,345.34,1445.5
15/Jan/2025:07:10:00,166.4,273.7,1352.41
15/Jan/2025:07:15:00,165.59,296.58,1472.82
15/Jan/2025:07:20:00,168.35,299.93,1537.04
15/Jan/2025:07:25:00,167.27,312.14,1469.52
15/Jan/2025:07:30:00,171.18,256.06,1463.76
15/Jan/2025:07:35:00,170.17,292.52,1441.8
15/Jan/2025:07:40:00,170.18,247.7,1335.45
15/Jan/2025:07:45:00,167.94,246.38,1307.72
15/Jan/2025:07:50:00,169.48,288.27,1366.88
15/Jan/2025:07:55:00,171.37,233.87,1333.84
15/Jan/2025:08:00:00,173.72,263.74,1406.39
15/Jan/2025:08:05:00,169.68,226.83,1300.53
15/Jan/2025:08:10:00,165.44,221.2,1386.56
15/Jan/2025:08:15:00,168.32,267.02,1343.31
15/Jan/2025:08:20:00,176.2,279.68,1431.31
15/Jan/2025:08:25:00,176.54,222.65,1363.62
15/Jan/2025:08:30:00,169.14,287.05,1349.12
15/Jan/2025:08:35:00,175.66,283.25,1413.08
15/Jan/2025:08:40:00,176.15,224.23,1248.37
15/Jan/2025:08:45:00,169.3,288.44,1325.5
15/Jan/2025:08:50:00,162.98,353.5,1359.57
15/Jan/2025:08:55:00,173.74,196.25,1185.61
15/Jan/2025:09:00:00,180.24,244.16,1382.52
15/Jan/2025:09:05:00,175.05,191.34,1307.48
15/Jan/2025:09:10:00,168.24,191.37,1203.49
15/Jan/2025:09:15:00,168.53,221.67,1378.69
15/Jan/2025:09:20:00,164.96,253.66,1387.75
15/Jan/2025:09:25:00,173.11,242.12,1248.64
15/Jan/2025:09:30:00,169.82,212.56,1158.57
15/Jan/2025:09:35:00,164.69,178.36,1227.82
15/Jan/2025:09:40:00,171.57,194.44,1281.03
15/Jan/2025:09:45:00,163.08,233.78,1289.01
15/Jan/2025:09:50:00,167.51,264.45,1300.5
15/Jan/2025:09:55:00,178.37,253.41,1385.51
15/Jan/2025:10:00:00,167.49,229.29,1355
15/Jan/2025:10:05:00,167.37,255.4,1270.48
15/Jan/2025:10:10:00,162.25,227.19,1289.83
15/Jan/2025:10:15:00,161.87,203.37,1188.56
15/Jan/2025:10:20:00,163.4,290.81,1397.29
15/Jan/2025:10:25:00,181.46,207.77,1279.47
15/Jan/2025:10:30:00,188.24,228.9,1470.11
15/Jan/2025:10:35:00,164.37,294.41,1426.18
15/Jan/2025:10:40:00,160.57,221.52,1317.03
15/Jan/2025:10:45:00,160.89,225.87,1207.15
15/Jan/2025:10:50:00,155.46,206.98,1178.31
15/Jan/2025:10:55:00,163.87,240.66,1270.14
15/Jan/2025:11:00:00,166.03,229.57,1275.41
15/Jan/2025:11:05:00,164.63,184.92,1178.12
15/Jan/2025:11:10:00,162.16,177.49,1251.67
15/Jan/2025:11:15:00,163.2,294.93,1363.37
15/Jan/2025:11:20:00,165.66,228.89,1274.57
15/Jan/2025:11:25:00,177.42,334.99,1485.06
15/Jan/2025:11:30:00,170.24,338.99,1298.79
